,date
3220,11/30/14
3221,11/29/14
3222,11/30/14
3223,11/20/14
3224,1/14/15
3225,11/29/14
3226,11/29/14
3227,11/29/14
3228,11/30/14
3229,1/4/15
3230,11/29/14
3231,11/2/14
3232,12/23/14
3233,1/15/15
3234,1/6/15
3235,1/31/15
3236,1/1/15
3237,11/30/14
3238,1/31/15
3239,1/23/15
3240,1/22/15
3241,1/14/15
3242,12/31/14
3243,1/14/15
3244,11/30/14
3245,1/3/15
3246,11/2/14
3247,1/28/15
3248,1/4/15
3249,11/10/14
3250,12/23/14
3251,11/28/14
3252,1/5/15
3253,11/8/14
3254,11/10/14
3255,1/7/15
3256,11/22/14
3257,10/16/14
3258,10/15/14
3259,10/27/14
3260,10/14/14
3261,11/8/14
3262,11/8/14
3263,6/18/14
3264,11/5/14
3265,12/31/14
3266,11/23/14
3267,1/6/15
3268,1/11/15
3269,1/6/15
3270,1/6/15
3271,11/30/14
3272,1/14/15
3273,1/12/15
3274,1/26/15
3275,1/19/15
3276,11/26/14
3277,11/28/14
3278,11/19/14
3279,11/29/14
3280,10/13/14
3281,11/8/14
3282,1/2/13
3283,12/6/12
3284,10/31/12
3285,1/2/13
3286,12/22/14
3287,1/18/15
3288,1/18/15
3289,11/9/14
3290,11/11/14
3291,1/10/15
3292,1/10/15
3293,11/2/14
3294,12/11/14
3295,1/9/15
3296,11/20/14
3297,1/17/15
3298,11/21/14
3299,12/2/14
3300,12/2/14
3301,10/22/14
3302,11/5/14
3303,1/17/15
3304,11/6/14
3305,1/14/15
3306,11/9/14
3307,11/9/14
3308,11/25/14
3309,1/14/15
3310,11/9/14
3311,11/12/14
3312,10/9/14
3313,11/29/14
3314,11/9/14
3315,11/9/14
3316,11/21/14
3317,10/14/14
3318,11/11/14
3319,11/21/14
3320,11/9/14
3321,12/29/14
3322,12/29/14
3323,9/30/14
3324,12/14/14
3325,12/1/14
3326,12/9/14
3327,12/1/14
3328,11/22/14
3329,11/21/14
3330,9/30/14
3331,10/14/14
3332,9/29/14
3333,12/14/14
3334,10/11/14
3335,10/10/14
3336,10/9/14
3337,10/14/14
3338,10/14/14
3339,10/8/14
3340,10/13/14
3341,10/14/14
3342,10/12/14
3343,11/19/14
3344,2/16/14
3345,2/14/14
3346,11/4/14
3347,11/30/14
3348,11/29/14
3349,1/9/14
3350,11/29/14
3351,11/30/14
3352,8/26/14
3353,11/29/14
3354,11/24/14
3355,11/24/14
3356,9/30/14
3357,9/30/14
3358,1/1/14
3359,1/1/14
3360,9/29/14
3361,10/12/13
3362,3/13/12
3363,9/14/14
3364,9/30/14
3365,11/29/13
3366,1/21/14
3367,12/27/13
3368,2/16/14
3369,1/30/14
3370,11/8/13
3371,9/25/13
3372,2/22/14
3373,11/29/13
3374,3/10/14
3375,2/15/14
3376,4/3/14
3377,1/5/14
3378,2/10/14
3379,12/31/13
3380,12/31/13
3381,3/3/14
3382,6/14/14
3383,11/29/13
3384,1/1/14
3385,1/2/14
3386,2/23/14
3387,12/30/13
3388,6/11/14
3389,6/17/14
3390,5/30/14
3391,1/26/14
3392,1/29/14
3393,1/29/14
3394,6/19/14
3395,6/29/14
3396,4/2/14
3397,3/6/14
3398,1/30/14
3399,1/23/14
3400,6/17/14
3401,1/31/14
3402,2/3/14
3403,2/12/14
3404,2/10/14
3405,3/24/14
3406,4/29/14
3407,4/26/14
3408,5/30/14
3409,2/28/14
3410,1/30/14
3411,2/8/14
3412,12/30/13
3413,2/7/14
3414,2/25/13
3415,4/25/14
3416,5/3/14
3417,3/12/14
3418,5/4/14
3419,3/31/14
3420,4/6/14
3421,10/4/13
3422,1/23/14
3423,1/26/14
3424,3/10/14
3425,3/30/14
3426,1/16/14
3427,12/26/13
3428,11/27/13
3429,12/14/13
3430,4/9/14
3431,3/27/14
3432,1/31/14
3433,12/31/13
3434,2/13/14
3435,4/25/14
3436,3/19/14
3437,1/29/14
3438,3/5/14
3439,1/28/14
3440,1/31/14
3441,3/31/14
3442,10/27/13
3443,3/25/14
3444,4/3/14
3445,12/17/13
3446,11/30/13
3447,4/10/14
3448,2/26/14
3449,3/10/14
3450,3/10/14
3451,3/12/14
3452,2/9/14
3453,3/10/14
3454,2/7/14
3455,2/19/14
3456,2/5/14
3457,3/9/14
3458,12/12/13
3459,2/23/14
3460,2/26/14
3461,12/31/13
3462,3/26/14
3463,12/15/13
3464,11/30/13
3465,1/1/14
3466,1/5/14
3467,4/19/14
3468,1/1/14
3469,11/30/13
3470,12/9/13
3471,2/26/14
3472,3/13/14
3473,1/2/14
3474,1/13/14
3475,1/5/14
3476,12/11/13
3477,12/30/13
3478,1/18/14
3479,1/28/14
3480,12/31/13
3481,12/23/13
3482,12/20/13
3483,11/14/13
3484,1/5/14
3485,2/6/14
3486,1/1/14
3487,2/28/14
3488,12/12/13
3489,12/30/13
3490,1/27/14
3491,12/4/13
3492,12/22/13
3493,3/27/14
3494,3/7/14
3495,3/13/14
3496,12/31/13
3497,2/11/14
3498,4/19/14
3499,2/21/14
3500,3/28/14
3501,2/11/14
3502,11/15/13
3503,12/27/12
3504,2/19/14
3505,11/30/13
3506,12/30/13
3507,1/16/14
3508,1/9/14
3509,1/2/14
3510,1/26/14
3511,2/3/14
3512,3/18/14
3513,3/23/14
3514,1/30/14
3515,1/13/14
3516,2/13/14
3517,3/18/14
3518,2/26/14
3519,2/14/14
3520,12/11/13
3521,2/3/14
3522,2/7/14
3523,1/14/14
3524,1/26/14
3525,1/29/14
3526,12/29/13
3527,1/21/14
3528,1/31/14
3529,2/6/14
3530,11/11/13
3531,12/20/13
3532,12/5/13
3533,1/5/14
3534,11/27/13
3535,1/14/14
3536,2/27/14
3537,11/26/13
3538,1/30/14
3539,1/29/14
3540,11/26/13
3541,12/17/13
3542,12/15/13
3543,12/2/13
3544,12/18/13
3545,1/6/14
3546,9/24/13
3547,1/31/14
3548,1/14/14
3549,1/29/14
3550,1/4/14
3551,4/10/14
3552,1/29/14
3553,2/6/14
3554,12/30/13
3555,3/10/14
3556,3/31/14
3557,1/19/14
3558,2/7/14
3559,11/26/13
3560,11/29/13
3561,12/17/13
3562,10/28/13
3563,11/26/13
3564,11/18/13
3565,2/27/14
3566,3/7/14
3567,2/6/14
3568,12/31/13
3569,1/1/14
3570,2/1/14
3571,2/5/14
3572,2/13/14
3573,11/29/13
3574,1/6/14
3575,4/7/14
3576,11/10/13
3577,11/10/13
3578,9/29/13
3579,11/29/13
3580,11/6/13
3581,2/4/14
3582,3/4/14
3583,2/9/14
3584,11/29/13
3585,1/19/14
3586,11/29/13
3587,12/30/13
3588,1/29/14
3589,2/3/14
3590,3/30/14
3591,1/22/14
3592,2/14/14
3593,2/13/14
3594,1/31/14
3595,12/30/13
3596,1/16/14
3597,12/19/13
3598,3/25/14
3599,12/8/13
3600,1/6/14
3601,1/1/14
3602,2/9/14
3603,12/31/13
3604,11/30/13
3605,1/14/14
3606,3/31/14
3607,11/7/13
3608,3/29/14
3609,1/31/14
3610,2/6/14
3611,11/14/13
3612,10/31/13
3613,1/30/14
3614,1/10/14
3615,1/12/14
3616,1/14/14
3617,1/12/14
3618,3/28/14
3619,1/18/14
3620,1/23/14
3621,3/12/14
3622,3/27/14
3623,12/26/13
3624,12/12/13
3625,1/29/14
3626,2/13/14
3627,1/1/14
3628,1/19/14
3629,1/31/14
3630,2/16/14
3631,1/30/14
3632,2/5/14
3633,2/19/14
3634,1/1/14
3635,1/7/14
3636,1/21/14
3637,12/17/13
3638,12/14/13
3639,12/14/13
3640,12/14/13
3641,3/11/14
3642,1/19/14
3643,12/9/13
3644,1/22/14
3645,3/9/14
3646,2/16/14
3647,2/1/14
3648,1/14/14
3649,11/24/13
3650,12/31/13
3651,2/14/14
3652,1/1/14
3653,1/7/14
3654,12/31/13
3655,11/12/13
3656,1/17/14
3657,1/5/14
3658,3/26/14
3659,3/1/14
3660,1/30/14
3661,12/31/13
3662,2/3/14
3663,2/9/14
3664,1/23/14
3665,12/30/13
3666,12/14/13
3667,2/12/14
3668,1/12/14
3669,11/19/13
3670,1/5/14
3671,1/14/14
3672,12/11/13
3673,1/5/14
3674,12/11/13
3675,2/27/14
3676,12/17/13
3677,11/29/13
3678,12/4/13
3679,1/1/14
3680,2/14/14
3681,2/5/14
3682,1/21/14
3683,1/5/14
3684,11/30/13
3685,1/1/14
3686,11/30/13
3687,11/25/13
3688,12/31/13
3689,3/25/14
3690,1/30/14
3691,2/7/14
3692,1/1/14
3693,12/30/13
3694,12/30/13
3695,12/30/13
3696,12/30/13
3697,11/29/13
3698,12/30/13
3699,12/30/13
3700,12/30/13
3701,12/17/13
3702,11/24/13
3703,1/5/14
3704,11/30/13
3705,1/1/14
3706,12/20/13
3707,12/10/13
3708,11/29/13
3709,11/27/13
3710,12/28/13
3711,1/30/14
3712,1/21/14
3713,1/2/14
3714,1/12/14
3715,11/30/13
3716,1/2/14
3717,12/30/13
3718,1/6/14
3719,12/29/13
3720,1/1/14
3721,12/31/13
3722,11/30/13
3723,11/21/13
3724,2/1/14
3725,2/24/14
3726,11/13/13
3727,12/14/13
3728,12/19/13
3729,3/30/14
3730,1/19/14
3731,11/30/13
3732,1/1/14
3733,1/14/14
3734,3/10/14
3735,2/14/14
3736,2/7/14
3737,3/13/14
3738,1/16/14
3739,1/20/14
3740,12/9/13
3741,2/4/14
3742,12/12/13
3743,1/14/14
3744,2/6/14
3745,1/29/14
3746,1/28/14
3747,1/29/14
3748,1/13/14
3749,1/21/14
3750,1/21/14
3751,11/6/13
3752,1/19/14
3753,1/14/14
3754,1/1/14
3755,12/29/13
3756,2/13/14
3757,12/19/13
3758,2/14/14
3759,3/10/14
3760,12/24/13
3761,12/10/13
3762,12/17/13
3763,12/3/13
3764,12/25/13
3765,12/19/13
3766,12/19/13
3767,12/31/13
3768,1/2/14
3769,12/30/13
3770,1/5/14
3771,1/17/14
3772,1/7/14
3773,12/6/13
3774,1/25/14
3775,1/5/14
3776,12/19/13
3777,1/29/14
3778,1/29/14
3779,1/13/14
3780,1/16/14
3781,1/22/14
3782,1/30/14
3783,12/15/13
3784,1/31/14
3785,1/2/14
3786,12/30/13
3787,1/6/14
3788,1/5/14
3789,1/2/14
3790,1/27/14
3791,12/24/13
3792,12/26/13
3793,12/22/13
3794,12/25/13
3795,1/20/14
3796,1/30/14
3797,11/13/13
3798,12/18/13
3799,11/27/13
3800,12/16/13
3801,1/16/14
3802,12/9/13
3803,1/4/14
3804,12/16/13
3805,12/31/13
3806,11/26/13
3807,12/30/13
3808,11/24/13
3809,1/21/14
3810,1/6/14
3811,12/29/13
3812,1/2/14
3813,1/14/14
3814,1/9/14
3815,1/9/14
3816,12/4/13
3817,12/17/13
3818,12/29/13
3819,12/31/13
3820,1/14/14
3821,1/14/14
3822,11/19/13
3823,11/19/13
3824,1/13/14
3825,12/26/13
3826,12/30/13
3827,12/27/13
3828,2/23/14
3829,12/11/13
3830,12/11/13
3831,1/12/14
3832,3/2/14
3833,1/20/14
3834,12/12/13
3835,1/21/14
3836,12/4/13
3837,11/27/13
3838,12/18/13
3839,12/22/13
3840,11/12/13
3841,12/4/13
3842,12/5/13
3843,1/31/14
3844,2/4/14
3845,2/21/14
3846,12/15/13
3847,1/20/14
3848,3/12/14
3849,2/27/14
3850,2/8/14
3851,1/14/14
3852,12/12/13
3853,12/19/13
3854,12/16/13
3855,12/31/13
3856,1/1/14
3857,1/16/14
3858,12/18/13
3859,1/21/14
3860,11/10/13
3861,11/22/12
3862,1/25/13
3863,12/18/13
3864,12/16/13
3865,1/14/14
3866,12/18/13
3867,1/20/14
3868,2/26/14
3869,1/26/14
3870,11/30/13
3871,1/6/14
3872,2/13/14
3873,2/7/14
3874,1/1/14
3875,1/5/14
3876,1/14/14
3877,2/13/14
3878,1/17/14
3879,1/28/14
3880,1/30/14
3881,1/20/14
3882,12/30/13
3883,1/2/14
3884,1/22/14
3885,10/13/13
3886,2/3/14
3887,1/31/14
3888,12/23/13
3889,1/14/14
3890,12/18/13
3891,2/2/14
3892,12/31/13
3893,1/14/14
3894,1/4/14
3895,1/16/14
3896,1/4/14
3897,1/14/14
3898,1/13/14
3899,1/13/14
3900,12/15/13
3901,12/13/13
3902,1/1/14
3903,1/14/14
3904,1/13/14
3905,1/5/14
3906,1/31/14
3907,1/14/14
3908,1/29/14
3909,1/12/14
3910,12/29/13
3911,1/14/14
3912,12/12/13
3913,1/29/14
3914,1/14/14
3915,1/13/14
3916,1/14/14
3917,12/9/13
3918,1/26/14
3919,3/11/14
3920,12/30/13
3921,1/25/14
3922,1/26/14
3923,2/3/14
3924,12/31/13
3925,1/21/14
3926,1/1/14
3927,1/1/14
3928,1/1/14
3929,12/31/13
3930,1/1/14
3931,12/31/13
3932,11/27/13
3933,12/14/13
3934,11/9/13
3935,1/1/14
3936,11/25/13
3937,1/1/14
3938,1/1/14
3939,1/1/14
3940,11/8/13
3941,1/1/14
3942,1/1/14
3943,12/31/13
3944,1/1/14
3945,2/4/14
3946,12/18/13
3947,1/30/14
3948,2/1/14
3949,1/4/14
3950,12/18/13
3951,1/16/14
3952,1/1/14
3953,12/31/13
3954,12/15/13
3955,1/26/14
3956,12/21/13
3957,1/4/14
3958,11/20/13
3959,11/28/13
3960,1/1/14
3961,11/30/13
3962,1/15/14
3963,1/22/14
3964,1/4/14
3965,1/5/14
3966,12/30/13
3967,1/30/14
3968,12/22/13
3969,1/1/14
3970,1/3/12
3971,2/5/14
3972,2/4/14
3973,1/23/14
3974,1/12/14
3975,12/29/13
3976,12/5/13
3977,1/29/14
3978,1/29/14
3979,1/29/14
3980,2/4/14
3981,2/3/14
3982,1/8/14
3983,1/8/14
3984,12/1/13
3985,11/25/13
3986,1/14/14
3987,1/16/14
3988,12/28/13
3989,12/9/13
3990,2/6/14
3991,12/30/13
3992,12/30/13
3993,11/29/13
3994,12/30/13
3995,11/30/13
3996,12/31/13
3997,2/28/14
3998,3/3/14
3999,3/5/14
4000,3/2/14
4001,1/4/14
4002,1/5/14
4003,12/29/13
4004,1/2/14
4005,2/1/14
4006,11/19/13
4007,12/8/13
4008,1/31/14
4009,1/4/14
4010,1/28/14
4011,12/31/13
4012,1/6/14
4013,2/1/14
4014,1/1/14
4015,1/13/14
4016,12/14/13
4017,1/4/14
4018,1/23/14
4019,12/11/13
4020,12/30/13
4021,12/31/13
4022,2/2/14
4023,11/29/13
4024,11/29/13
4025,1/1/14
4026,1/28/14
4027,12/31/13
4028,12/31/13
4029,12/29/13
4030,12/9/13
4031,1/1/14
4032,11/30/13
4033,1/23/14
4034,1/7/14
4035,11/29/13
4036,12/30/13
4037,12/29/13
4038,12/29/13
4039,2/16/14
4040,2/2/14
4041,1/29/14
4042,10/31/13
4043,1/14/14
4044,1/28/14
4045,10/29/13
4046,1/9/14
4047,1/2/14
4048,1/2/14
4049,1/5/14
4050,1/5/14
4051,1/5/14
4052,1/20/14
4053,1/2/14
4054,1/6/14
4055,1/5/14
4056,12/15/13
4057,1/5/14
4058,11/24/13
4059,12/15/13
4060,11/21/13
4061,11/24/13
4062,11/24/13
4063,11/26/13
4064,11/24/13
4065,11/24/13
4066,12/11/13
4067,12/1/13
4068,1/5/14
4069,1/14/14
4070,2/1/14
4071,1/17/14
4072,11/29/13
4073,12/26/13
4074,11/29/13
4075,1/20/14
4076,11/30/13
4077,1/20/14
4078,11/11/13
4079,11/27/13
4080,1/10/14
4081,1/1/14
4082,12/31/13
4083,1/21/14
4084,1/14/14
4085,1/24/14
4086,12/31/13
4087,10/18/13
4088,1/2/14
4089,10/10/13
4090,1/14/13
4091,12/29/13
4092,1/3/14
4093,11/12/13
4094,12/21/13
4095,12/19/13
4096,12/21/13
4097,12/25/13
4098,1/1/14
4099,1/1/14
4100,11/12/13
4101,12/10/13
4102,11/29/13
4103,1/14/14
4104,2/1/14
4105,1/6/14
4106,1/5/14
4107,12/30/13
4108,12/30/13
4109,1/4/14
4110,1/4/14
4111,11/30/13
4112,11/28/13
4113,12/31/13
4114,12/13/13
4115,11/21/13
4116,11/27/13
4117,11/10/13
4118,1/14/14
4119,11/30/13
4120,12/9/13
4121,10/16/13
4122,11/30/13
4123,11/22/13
4124,10/9/13
4125,12/3/13
4126,11/19/13
4127,1/2/14
4128,12/4/13
4129,11/29/13
4130,11/28/13
4131,11/30/13
4132,11/22/13
4133,12/30/13
4134,11/23/13
4135,12/29/13
4136,1/21/14
4137,1/1/14
4138,11/10/13
4139,11/9/13
4140,11/10/13
4141,11/5/13
4142,1/5/14
4143,1/30/14
4144,1/26/14
4145,11/9/13
4146,11/30/13
4147,1/5/14
4148,11/7/13
4149,1/1/14
4150,11/29/13
4151,10/31/13
4152,11/7/13
4153,11/29/13
4154,11/28/13
4155,11/29/13
4156,11/9/13
4157,11/22/13
4158,3/3/13
4159,11/30/13
4160,12/21/13
4161,12/6/13
4162,11/17/13
4163,11/30/13
4164,11/10/13
4165,3/28/13
4166,3/9/13
4167,11/8/13
4168,10/6/13
4169,11/10/13
4170,12/6/13
4171,12/8/13
4172,11/22/13
4173,12/19/13
4174,10/9/13
4175,11/11/13
4176,11/5/13
4177,11/11/13
4178,11/10/13
4179,10/15/13
4180,11/5/13
4181,12/6/13
4182,11/12/13
4183,1/2/13
4184,1/5/13
4185,12/22/13
4186,11/30/13
4187,8/31/13
4188,9/30/13
4189,10/25/13
4190,1/4/14
4191,11/7/13
4192,10/31/13
4193,10/1/13
4194,10/11/13
4195,12/23/13
4196,11/23/13
4197,12/23/13
4198,1/1/14
4199,11/29/13
4200,11/29/13
4201,1/5/13
4202,11/28/13
4203,12/15/13
4204,12/19/13
4205,10/18/13
4206,12/18/13
4207,12/18/13
4208,12/10/13
4209,12/6/13
4210,10/9/13
4211,10/13/13
4212,11/11/13
4213,10/9/13
4214,9/30/13
4215,2/14/13
4216,10/30/13
4217,10/31/13
4218,11/17/13
4219,11/17/13
4220,10/29/13
4221,11/14/13
4222,11/8/13
4223,10/13/13
4224,10/7/13
4225,3/3/13
4226,12/30/12
4227,2/16/13
4228,1/31/13
4229,1/31/13
4230,1/31/13
4231,2/28/13
4232,1/29/13
4233,3/17/13
4234,6/19/13
4235,1/25/13
4236,2/11/13
4237,6/12/13
4238,2/14/13
4239,12/16/12
4240,7/22/13
4241,12/30/10
4242,12/12/12
4243,1/31/13
4244,1/7/13
4245,1/22/13
4246,11/4/12
4247,1/31/12
4248,12/30/12
4249,6/29/13
4250,1/6/13
4251,1/2/13
4252,4/5/13
4253,3/10/13
4254,5/30/13
4255,12/19/12
4256,3/31/13
4257,4/29/13
4258,3/29/13
4259,3/31/13
4260,9/2/12
4261,1/14/13
4262,2/6/13
4263,3/2/13
4264,1/2/13
4265,12/14/12
4266,5/26/13
4267,5/31/13
4268,2/5/13
4269,3/14/13
4270,5/6/13
4271,1/14/13
4272,2/22/13
4273,4/19/13
4274,2/14/13
4275,11/15/12
4276,3/28/13
4277,5/28/13
4278,11/13/12
4279,4/7/13
4280,1/5/13
4281,12/30/12
4282,1/23/13
4283,3/27/13
4284,12/20/12
4285,12/16/12
4286,10/31/12
4287,12/17/12
4288,3/24/13
4289,3/13/13
4290,2/25/13
4291,4/13/13
4292,3/12/13
4293,11/17/12
4294,11/30/12
4295,1/14/13
4296,1/3/13
4297,1/2/13
4298,2/28/13
4299,3/7/13
4300,1/22/13
4301,5/12/13
4302,1/16/13
4303,12/15/12
4304,5/4/13
4305,12/20/12
4306,1/6/13
4307,2/7/13
4308,3/30/13
4309,3/2/13
4310,3/29/13
4311,1/27/13
4312,3/2/13
4313,3/4/13
4314,3/2/13
4315,12/14/12
4316,1/5/13
4317,2/25/13
4318,3/30/13
4319,1/4/13
4320,12/31/12
4321,2/15/13
4322,3/31/13
4323,4/1/13
4324,3/14/13
4325,3/31/13
4326,3/30/13
4327,1/25/13
4328,4/7/13
4329,12/21/12
4330,2/18/13
4331,2/7/13
4332,1/5/13
4333,1/29/13
4334,12/15/12
4335,4/22/13
4336,2/7/13
4337,2/7/13
4338,10/31/12
4339,12/14/12
4340,3/14/13
4341,12/11/12
4342,3/2/13
4343,2/7/13
4344,2/2/13
4345,1/1/13
4346,2/22/13
4347,1/27/13
4348,1/11/13
4349,3/28/13
4350,12/28/12
4351,4/7/13
4352,3/24/13
4353,12/30/12
4354,1/6/13
4355,1/1/13
4356,2/26/13
4357,1/30/13
4358,2/14/13
4359,2/14/13
4360,1/30/13
4361,2/7/13
4362,12/14/12
4363,1/3/13
4364,11/30/12
4365,1/30/13
4366,2/14/13
4367,2/22/13
4368,1/14/13
4369,1/17/13
4370,12/5/12
4371,11/30/12
4372,2/28/13
4373,3/5/13
4374,2/26/13
4375,12/13/12
4376,12/27/12
4377,1/11/13
4378,2/6/13
4379,12/20/12
4380,11/28/12
4381,1/30/13
4382,1/9/13
4383,1/11/13
4384,1/2/13
4385,2/6/13
4386,2/23/13
4387,2/16/13
4388,1/31/13
4389,3/31/13
4390,3/21/13
4391,2/24/13
4392,3/30/13
4393,1/14/13
4394,2/24/13
4395,1/11/13
4396,2/4/13
4397,2/26/13
4398,1/4/13
4399,2/27/13
4400,12/27/12
4401,12/30/12
4402,1/5/13
4403,12/19/12
4404,1/14/13
4405,12/20/12
4406,3/13/13
4407,11/3/12
4408,3/19/12
4409,1/20/13
4410,2/9/13
4411,1/30/13
4412,1/14/13
4413,1/7/13
4414,1/6/13
4415,1/14/13
4416,3/19/13
4417,2/3/13
4418,1/13/13
4419,1/1/13
4420,1/13/13
4421,1/2/13
4422,1/13/13
4423,2/7/13
4424,12/9/12
4425,11/5/12
4426,2/20/13
4427,1/2/13
4428,3/31/13
4429,1/29/13
4430,1/14/13
4431,1/22/13
4432,2/3/13
4433,2/2/13
4434,12/4/12
4435,11/30/12
4436,12/30/12
4437,12/30/12
4438,2/2/13
4439,11/30/12
4440,12/31/12
4441,12/31/12
4442,2/8/13
4443,11/12/12
4444,1/3/13
4445,11/30/12
4446,3/31/13
4447,1/27/13
4448,1/1/13
4449,1/1/13
4450,11/9/12
4451,1/9/13
4452,1/24/13
4453,12/31/12
4454,12/29/12
4455,2/4/13
4456,12/29/12
4457,1/13/13
4458,1/21/13
4459,1/18/13
4460,9/29/12
4461,11/28/12
4462,3/13/13
4463,10/31/12
4464,10/31/12
4465,12/26/12
4466,1/17/13
4467,12/27/12
4468,1/9/13
4469,1/17/13
4470,1/15/13
4471,12/28/12
4472,2/13/13
4473,12/18/12
4474,2/7/13
4475,1/20/13
4476,2/12/13
4477,11/29/12
4478,1/12/13
4479,2/7/13
4480,12/20/12
4481,2/7/13
4482,1/10/13
4483,1/30/13
4484,2/3/13
4485,1/24/13
4486,2/2/13
4487,1/31/13
4488,12/4/12
4489,12/30/12
4490,12/7/12
4491,12/31/12
4492,3/26/13
4493,11/30/12
4494,11/12/12
4495,12/6/12
4496,1/1/13
4497,11/30/12
4498,1/24/13
4499,1/2/13
4500,2/7/13
4501,2/8/13
4502,1/10/13
4503,8/30/12
4504,2/7/13
4505,3/11/13
4506,11/29/12
4507,12/30/12
4508,1/2/13
4509,1/2/13
4510,1/6/13
4511,12/25/12
4512,1/1/13
4513,12/22/12
4514,12/22/12
4515,12/28/12
4516,11/7/12
4517,1/1/13
4518,1/2/13
4519,1/2/13
4520,1/3/13
4521,12/19/12
4522,1/3/13
4523,11/10/12
4524,1/6/13
4525,1/14/13
4526,1/14/13
4527,11/30/12
4528,1/13/13
4529,2/1/13
4530,11/12/12
4531,1/18/13
4532,3/7/13
4533,1/5/13
4534,1/14/13
4535,1/22/13
4536,12/31/12
4537,12/9/12
4538,1/6/13
4539,12/14/12
4540,11/13/12
4541,11/23/12
4542,12/30/12
4543,12/10/12
4544,12/2/12
4545,12/2/12
4546,11/19/12
4547,12/26/12
4548,11/18/12
4549,10/18/12
4550,11/27/12
4551,1/13/13
4552,11/26/12
4553,12/8/12
4554,1/2/13
4555,1/20/13
4556,2/21/13
4557,2/3/13
4558,2/9/13
4559,1/7/13
4560,1/5/13
4561,2/7/13
4562,11/16/12
4563,12/26/12
4564,10/24/12
4565,10/23/12
4566,1/18/13
4567,1/13/13
4568,1/2/13
4569,12/29/12
4570,11/28/12
4571,1/6/13
4572,12/31/12
4573,3/7/13
4574,1/14/13
4575,1/30/13
4576,12/10/12
4577,12/4/12
4578,1/23/13
4579,1/22/13
4580,1/2/13
4581,1/9/13
4582,1/29/13
4583,1/29/13
4584,1/22/13
4585,11/15/12
4586,12/19/12
4587,12/4/12
4588,2/27/13
4589,1/14/13
4590,1/4/13
4591,3/22/13
4592,1/9/13
4593,1/15/13
4594,12/31/12
4595,12/30/12
4596,10/18/12
4597,10/31/12
4598,1/9/13
4599,11/27/12
4600,11/25/12
4601,1/13/13
4602,2/18/13
4603,3/12/13
4604,11/10/12
4605,1/11/12
4606,1/27/12
4607,12/30/12
4608,2/18/13
4609,1/12/13
4610,2/25/13
4611,1/3/13
4612,11/29/12
4613,12/12/12
4614,12/21/12
4615,2/17/13
4616,2/17/13
4617,1/28/13
4618,3/5/13
4619,12/27/12
4620,1/6/13
4621,1/6/13
4622,1/6/13
4623,12/13/12
4624,1/6/13
4625,1/4/13
4626,1/5/13
4627,1/5/13
4628,1/3/13
4629,1/6/13
4630,1/5/13
4631,2/7/13
4632,1/4/13
4633,1/6/13
4634,1/6/13
4635,11/27/12
4636,1/4/13
4637,1/5/13
4638,1/6/13
4639,1/6/13
4640,1/26/13
4641,11/11/12
4642,12/9/12
4643,11/30/12
4644,12/3/12
4645,1/13/13
4646,1/29/13
4647,11/5/12
4648,1/3/13
4649,1/30/13
4650,1/24/13
4651,1/18/13
4652,1/10/13
4653,1/16/13
4654,12/19/12
4655,1/22/13
4656,1/12/13
4657,1/14/13
4658,1/9/13
4659,2/1/13
4660,12/22/12
4661,11/26/12
4662,1/4/13
4663,12/17/12
4664,2/3/13
4665,2/2/13
4666,2/3/13
4667,1/30/13
4668,11/30/12
4669,12/27/12
4670,1/31/13
4671,1/31/13
4672,1/4/13
4673,2/4/13
4674,1/1/13
4675,2/2/13
4676,1/5/13
4677,11/29/12
4678,12/30/12
4679,1/6/13
4680,12/20/12
4681,12/11/12
4682,2/5/13
4683,1/15/13
4684,1/1/13
4685,12/31/12
4686,1/15/13
4687,1/14/13
4688,3/2/13
4689,11/26/12
4690,1/14/13
4691,12/26/12
4692,1/12/13
4693,10/24/12
4694,10/14/12
4695,11/28/12
4696,12/15/12
4697,12/3/12
4698,12/3/12
4699,11/29/12
4700,12/3/12
4701,11/29/12
4702,12/28/12
4703,1/16/13
4704,12/2/12
4705,11/30/12
4706,11/12/12
4707,11/30/12
4708,1/8/13
4709,12/15/12
4710,12/18/12
4711,12/6/12
4712,1/24/13
4713,11/30/12
4714,11/30/12
4715,12/26/12
4716,2/8/13
4717,12/30/12
4718,1/9/13
4719,11/6/12
4720,12/14/12
4721,1/8/13
4722,11/30/12
4723,11/14/12
4724,12/13/12
4725,12/18/12
4726,1/13/13
4727,12/30/12
4728,1/8/13
4729,11/29/12
4730,1/14/13
4731,1/27/13
4732,1/7/13
4733,1/11/13
4734,11/6/12
4735,12/27/12
4736,1/3/13
4737,11/12/12
4738,12/11/12
4739,1/3/13
4740,12/30/12
4741,12/29/12
4742,12/14/12
4743,12/11/12
4744,12/23/12
4745,12/12/12
4746,11/30/12
4747,12/28/12
4748,12/25/12
4749,11/30/12
4750,1/3/13
4751,12/24/12
4752,12/14/12
4753,12/11/12
4754,11/30/12
4755,12/21/12
4756,12/16/12
4757,12/11/12
4758,11/15/12
4759,11/30/12
4760,12/14/12
4761,11/14/12
4762,11/23/12
4763,1/6/13
4764,11/11/12
4765,11/29/12
4766,1/2/13
4767,1/18/13
4768,12/30/12
4769,2/6/13
4770,11/7/12
4771,11/30/12
4772,11/30/12
4773,10/31/12
4774,10/30/12
